Value,Name
[Function],Date.EndOfQuarter
[Function],Date.EndOfWeek
[Function],Date.EndOfYear
[Function],Date.From
[Function],Date.FromText
[Function],Date.IsInCurrentDay
[Function],Date.IsInCurrentMonth
[Function],Date.IsInCurrentQuarter
[Function],Date.IsInCurrentWeek
[Function],Date.IsInCurrentYear
[Function],Date.IsInNextDay
[Function],Date.IsInNextMonth
[Function],Date.IsInNextNDays
[Function],Date.IsInNextNMonths
[Function],Date.IsInNextNQuarters
[Function],Date.IsInNextNWeeks
[Function],Date.IsInNextNYears
[Function],Date.IsInNextQuarter
[Function],Date.IsInNextWeek
[Function],Date.IsInNextYear
[Function],Date.IsInPreviousDay
[Function],Date.IsInPreviousMonth
[Function],Date.IsInPreviousNDays
[Function],Date.IsInPreviousNMonths
[Function],Date.IsInPreviousNQuarters
[Function],Date.IsInPreviousNWeeks
[Function],Date.IsInPreviousNYears
[Function],Date.IsInPreviousQuarter
[Function],Date.IsInPreviousWeek
[Function],Date.IsInPreviousYear
[Function],Date.IsInYearToDate
[Function],Date.IsLeapYear
[Function],Date.Month
[Function],Date.MonthName
[Function],Date.QuarterOfYear
[Function],Date.StartOfDay
[Function],Date.StartOfMonth
[Function],Date.StartOfQuarter
[Function],Date.StartOfWeek
[Function],Date.StartOfYear
[Function],Date.ToRecord
[Function],Date.ToText
[Function],Date.WeekOfMonth
[Function],Date.WeekOfYear
[Function],Date.Year
[Function],DateTime.AddZone
[Function],DateTime.Date
[Function],DateTime.FixedLocalNow
[Function],DateTime.From
[Function],DateTime.FromFileTime
[Function],DateTime.FromText
[Function],DateTime.IsInCurrentHour
[Function],DateTime.IsInCurrentMinute
[Function],DateTime.IsInCurrentSecond
[Function],DateTime.IsInNextHour
[Function],DateTime.IsInNextMinute
[Function],DateTime.IsInNextNHours
[Function],DateTime.IsInNextNMinutes
[Function],DateTime.IsInNextNSeconds
[Function],DateTime.IsInNextSecond
[Function],DateTime.IsInPreviousHour
[Function],DateTime.IsInPreviousMinute
[Function],DateTime.IsInPreviousNHours
[Function],DateTime.IsInPreviousNMinutes
[Function],DateTime.IsInPreviousNSeconds
[Function],DateTime.IsInPreviousSecond
[Function],DateTime.LocalNow
[Function],DateTime.Time
[Function],DateTime.ToRecord
[Function],DateTime.ToText
[Function],DateTimeZone.FixedLocalNow
[Function],DateTimeZone.FixedUtcNow
[Function],DateTimeZone.From
[Function],DateTimeZone.FromFileTime
[Function],DateTimeZone.FromText
[Function],DateTimeZone.LocalNow
[Function],DateTimeZone.RemoveZone
[Function],DateTimeZone.SwitchZone
[Function],DateTimeZone.ToLocal
[Function],DateTimeZone.ToRecord
[Function],DateTimeZone.ToText
[Function],DateTimeZone.ToUtc
[Function],DateTimeZone.UtcNow
[Function],DateTimeZone.ZoneHours
[Function],DateTimeZone.ZoneMinutes
[Function],DB2.Database
[Function],Decimal.From
[Function],Denodo.Contents
[Function],Diagnostics.ActivityId
[Function],Diagnostics.Trace
[Function],DirectQueryCapabilities.From
[Function],DocumentDB.Contents
[Function],Double.From
[Function],Dremio.Databases
[Function],Duration.Days
[Function],Duration.From
[Function],Duration.FromText
[Function],Duration.Hours
[Function],Duration.Minutes
[Function],Duration.Seconds
[Function],Duration.ToRecord
[Function],Duration.TotalDays
[Function],Duration.TotalHours
[Function],Duration.TotalMinutes
[Function],Duration.TotalSeconds
[Function],Duration.ToText
[Function],Dynamics365BusinessCentral.Contents
[Function],Dynamics365BusinessCentralOnPremises.Contents
[Function],Dynamics365Financials.Contents
[Function],DynamicsNav.Contents
[Function],Embedded.Value
[Function],Emigo.Contents
[Function],EmigoDataSourceConnector.GetExtractFunction
[Function],Error.Record
[Function],Essbase.Cubes
[Function],Exasol.Database
[Function],Excel.CurrentWorkbook
[Function],Excel.Workbook
[Function],Exchange.Contents
[Function],Expression.Constant
[Function],Expression.Evaluate
[Function],Expression.Identifier
[Function],Facebook.Graph
[Function],File.Contents
[Function],Folder.Contents
[Function],Folder.Files
[Function],Function.From
[Function],Function.Invoke
[Function],Function.InvokeAfter
[Function],Function.IsDataSource
[Function],Function.ScalarVector
[Function],Github.Contents
[Function],Github.PagedTable
[Function],Github.Tables
[Function],GoogleAnalytics.Accounts
[Function],GoogleBigQuery.Database
[Function],Guid.From
[Function],Hdfs.Contents
[Function],Hdfs.Files
[Function],HdInsight.Containers
[Function],HdInsight.Contents
[Function],HdInsight.Files
[Function],Html.Table
[Function],Impala.Database
[Function],Informix.Database
[Function],Int16.From
[Function],Int32.From
[Function],Int64.From
[Function],Int8.From
[Function],ItemExpression.From
[Function],JethroODBC.Database
[Function],Json.Document
[Function],Json.FromValue
[Function],Kusto.Contents
[Function],Kusto.Databases
[Function],Kyligence.Database
[Function],Lines.FromBinary
[Function],Lines.FromText
[Function],Lines.ToBinary
[Function],Lines.ToText
[Function],List.Accumulate
[Function],List.AllTrue
[Function],List.Alternate
[Function],List.AnyTrue
[Function],List.Average
[Function],List.Buffer
[Function],List.Combine
[Function],List.Contains
[Function],List.ContainsAll
[Function],List.ContainsAny
[Function],List.Count
[Function],List.Covariance
[Function],List.Dates
[Function],List.DateTimes
[Function],List.DateTimeZones
[Function],List.Difference
[Function],List.Distinct
[Function],List.Durations
[Function],List.FindText
[Function],List.First
[Function],List.FirstN
[Function],List.Generate
[Function],List.InsertRange
[Function],List.Intersect
[Function],List.IsDistinct
[Function],List.IsEmpty
[Function],List.Last
[Function],List.LastN
[Function],List.MatchesAll
[Function],List.MatchesAny
[Function],List.Max
[Function],List.MaxN
[Function],List.Median
[Function],List.Min
[Function],List.MinN
[Function],List.Mode
[Function],List.Modes
[Function],List.NonNullCount
[Function],List.Numbers
[Function],List.PositionOf
[Function],List.PositionOfAny
[Function],List.Positions
[Function],List.Product
[Function],List.Random
[Function],List.Range
[Function],List.RemoveFirstN
[Function],List.RemoveItems
[Function],List.RemoveLastN
[Function],List.RemoveMatchingItems
[Function],List.RemoveNulls
[Function],List.RemoveRange
[Function],List.Repeat
[Function],List.ReplaceMatchingItems
[Function],List.ReplaceRange
[Function],List.ReplaceValue
[Function],List.Reverse
[Function],List.Select
[Function],List.Single
[Function],List.SingleOrDefault
[Function],List.Skip
[Function],List.Sort
[Function],List.Split
[Function],List.StandardDeviation
[Function],List.Sum
[Function],List.Times
[Function],List.Transform
[Function],List.TransformMany
[Function],List.Union
[Function],List.Zip
[Function],Logical.From
[Function],Logical.FromText
[Function],Logical.ToText
[Function],MailChimp.Collection
[Function],MailChimp.Instance
[Function],MailChimp.Tables
[Function],MailChimp.TablesV2
[Function],Marketo.Activities
[Function],Marketo.Leads
[Function],Marketo.Tables
[Function],MarkLogicODBC.Contents
[Function],MicrosoftAzureConsumptionInsights.Contents
[Function],MicrosoftAzureConsumptionInsights.Tables
[Function],MicrosoftAzureConsumptionInsights.Test
[Function],MicrosoftGraphSecurity.Contents
[Function],Mixpanel.Contents
[Function],Mixpanel.Export
[Function],Mixpanel.FunnelById
[Function],Mixpanel.FunnelByName
[Function],Mixpanel.Funnels
[Function],Mixpanel.Segmentation
[Function],Mixpanel.Tables
[Function],MySQL.Database
[Function],Netezza.Database
[Function],Number.Abs
[Function],Number.Acos
[Function],Number.Asin
[Function],Number.Atan
[Function],Number.Atan2
[Function],Number.BitwiseAnd
[Function],Number.BitwiseNot
[Function],Number.BitwiseOr
[Function],Number.BitwiseShiftLeft
[Function],Number.BitwiseShiftRight
[Function],Number.BitwiseXor
[Function],Number.Combinations
[Function],Number.Cos
[Function],Number.Cosh
[Function],Number.Exp
[Function],Number.Factorial
[Function],Number.From
[Function],Number.FromText
[Function],Number.IntegerDivide
[Function],Number.IsEven
[Function],Number.IsNaN
[Function],Number.IsOdd
[Function],Number.Ln
[Function],Number.Log
[Function],Number.Log10
[Function],Number.Mod
[Function],Number.Permutations
[Function],Number.Power
[Function],Number.Random
[Function],Number.RandomBetween
[Function],Number.Round
[Function],Number.RoundAwayFromZero
[Function],Number.RoundDown
[Function],Number.RoundTowardZero
[Function],Number.RoundUp
[Function],Number.Sign
[Function],Number.Sin
[Function],Number.Sinh
[Function],Number.Sqrt
[Function],Number.Tan
[Function],Number.Tanh
[Function],Number.ToText
[Function],OData.Feed
[Function],Odbc.DataSource
[Function],Odbc.InferOptions
[Function],Odbc.Query
[Function],OleDb.DataSource
[Function],OleDb.Query
[Function],Oracle.Database
[Function],Paxata.Contents
[Function],Percentage.From
[Function],PlanviewEnterprise.CallQueryService
[Function],PlanviewEnterprise.Feed
[Function],PostgreSQL.Database
[Function],PowerBI.Dataflows
[Function],Projectplace.Feed
[Function],Python.Execute
[Function],QubolePresto.Contents
[Function],QuickBase.Contents
[Function],QuickBooks.Query
[Function],QuickBooks.Report
[Function],QuickBooks.Tables
[Function],R.Execute
[Function],RData.FromBinary
[Function],Record.AddField
[Function],Record.Combine
[Function],Record.Field
[Function],Record.FieldCount
[Function],Record.FieldNames
[Function],Record.FieldOrDefault
[Function],Record.FieldValues
[Function],Record.FromList
[Function],Record.FromTable
[Function],Record.HasFields
[Function],Record.RemoveFields
[Function],Record.RenameFields
[Function],Record.ReorderFields
[Function],Record.SelectFields
[Function],Record.ToList
[Function],Record.ToTable
[Function],Record.TransformFields
[Function],Replacer.ReplaceText
[Function],Replacer.ReplaceValue
[Function],Resource.Access
[Function],RowExpression.Column
[Function],RowExpression.From
[Function],Salesforce.Data
[Function],Salesforce.Reports
[Function],SapBusinessWarehouse.Cubes
[Function],SapHana.Database
[Function],SharePoint.Contents
[Function],SharePoint.Files
[Function],SharePoint.Tables
[Function],Single.From
[Function],Smartsheet.Content
[Function],Smartsheet.Query
[Function],Smartsheet.Tables
[Function],Snowflake.Databases
[Function],Soda.Feed
[Function],Spark.Tables
[Function],SparkPost.GetList
[Function],SparkPost.GetTable
[Function],SparkPost.NavTable
[Function],Splitter.SplitByNothing
[Function],Splitter.SplitTextByAnyDelimiter
[Function],Splitter.SplitTextByCharacterTransition
[Function],Splitter.SplitTextByDelimiter
[Function],Splitter.SplitTextByEachDelimiter
[Function],Splitter.SplitTextByLengths
[Function],Splitter.SplitTextByPositions
[Function],Splitter.SplitTextByRanges
[Function],Splitter.SplitTextByRepeatedLengths
[Function],Splitter.SplitTextByWhitespace
[Function],Sql.Database
[Function],Sql.Databases
[Function],SqlExpression.SchemaFrom
[Function],SqlExpression.ToExpression
[Function],Stripe.Contents
[Function],Stripe.Method
[Function],Stripe.Tables
[Function],SurveyMonkey.Contents
[Function],SweetIQ.Contents
[Function],SweetIQ.Tables
[Function],Sybase.Database
[Function],Table.AddColumn
[Function],Table.AddIndexColumn
[Function],Table.AddJoinColumn
[Function],Table.AddKey
[Function],Table.AggregateTableColumn
[Function],Table.AlternateRows
[Function],Table.Buffer
[Function],Table.Column
[Function],Table.ColumnCount
[Function],Table.ColumnNames
[Function],Table.ColumnsOfType
[Function],Table.Combine
[Function],Table.CombineColumns
[Function],Table.Contains
[Function],Table.ContainsAll
[Function],Table.ContainsAny
[Function],Table.DemoteHeaders
[Function],Table.Distinct
[Function],Table.DuplicateColumn
[Function],Table.ExpandListColumn
[Function],Table.ExpandRecordColumn
[Function],Table.ExpandTableColumn
[Function],Table.FillDown
[Function],Table.FillUp
[Function],Table.FilterWithDataTable
[Function],Table.FindText
[Function],Table.First
[Function],Table.FirstN
[Function],Table.FirstValue
[Function],Table.FromColumns
[Function],Table.FromList
[Function],Table.FromPartitions
[Function],Table.FromRecords
[Function],Table.FromRows
[Function],Table.FromValue
[Function],Table.Group
[Function],Table.HasColumns
[Function],Table.InsertRows
[Function],Table.IsDistinct
[Function],Table.IsEmpty
[Function],Table.Join
[Function],Table.Keys
[Function],Table.Last
[Function],Table.LastN
[Function],Table.MatchesAllRows
[Function],Table.MatchesAnyRows
[Function],Table.Max
[Function],Table.MaxN
[Function],Table.Min
[Function],Table.MinN
[Function],Table.NestedJoin
[Function],Table.Partition
[Function],Table.PartitionValues
[Function],Table.Pivot
[Function],Table.PositionOf
[Function],Table.PositionOfAny
[Function],Table.PrefixColumns
[Function],Table.Profile
[Function],Table.PromoteHeaders
[Function],Table.Range
[Function],Table.RemoveColumns
[Function],Table.RemoveFirstN
[Function],Table.RemoveLastN
[Function],Table.RemoveMatchingRows
[Function],Table.RemoveRows
[Function],Table.RemoveRowsWithErrors
[Function],Table.RenameColumns
[Function],Table.ReorderColumns
[Function],Table.Repeat
[Function],Table.ReplaceErrorValues
[Function],Table.ReplaceKeys
[Function],Table.ReplaceMatchingRows
[Function],Table.ReplaceRelationshipIdentity
[Function],Table.ReplaceRows
[Function],Table.ReplaceValue
[Function],Table.ReverseRows
[Function],Table.RowCount
[Function],Table.Schema
[Function],Table.SelectColumns
[Function],Table.SelectRows
[Function],Table.SelectRowsWithErrors
[Function],Table.SingleRow
[Function],Table.Skip
[Function],Table.Sort
[Function],Table.Split
[Function],Table.SplitColumn
[Function],Table.ToColumns
[Function],Table.ToList
[Function],Table.ToRecords
[Function],Table.ToRows
[Function],Table.TransformColumnNames
[Function],Table.TransformColumns
[Function],Table.TransformColumnTypes
[Function],Table.TransformRows
[Function],Table.Transpose
[Function],Table.Unpivot
[Function],Table.UnpivotOtherColumns
[Function],Table.View
[Function],Table.ViewFunction
[Function],Tables.GetRelationships
[Function],TeamDesk.Database
[Function],TeamDesk.Select
[Function],TeamDesk.SelectView
[Function],Teradata.Database
[Function],Text.AfterDelimiter
[Function],Text.At
[Function],Text.BeforeDelimiter
[Function],Text.BetweenDelimiters
[Function],Text.Clean
[Function],Text.Combine
[Function],Text.Contains
[Function],Text.End
[Function],Text.EndsWith
[Function],Text.Format
[Function],Text.From
[Function],Text.FromBinary
[Function],Text.Insert
[Function],Text.Length
[Function],Text.Lower
[Function],Text.Middle
[Function],Text.NewGuid
[Function],Text.PadEnd
[Function],Text.PadStart
[Function],Text.PositionOf
[Function],Text.PositionOfAny
[Function],Text.Proper
[Function],Text.Range
[Function],Text.Remove
[Function],Text.RemoveRange
[Function],Text.Repeat
[Function],Text.Replace
[Function],Text.ReplaceRange
[Function],Text.Reverse
[Function],Text.Select
[Function],Text.Split
[Function],Text.SplitAny
[Function],Text.Start
[Function],Text.StartsWith
[Function],Text.ToBinary
[Function],Text.ToList
[Function],Text.Trim
[Function],Text.TrimEnd
[Function],Text.TrimStart
[Function],Text.Upper
[Function],Time.EndOfHour
[Function],Time.From
[Function],Time.FromText
[Function],Time.Hour
[Function],Time.Minute
[Function],Time.Second
[Function],Time.StartOfHour
[Function],Time.ToRecord
[Function],Time.ToText
[Function],Troux.CustomFeed
[Function],Troux.Feed
[Function],Troux.TestConnection
[Function],Twilio.Contents
[Function],Twilio.Tables
[Function],Twilio.URL
[Function],tyGraph.Feed
[Function],tyGraph.NavTable
[Function],Type.AddTableKey
[Function],Type.ClosedRecord
[Function],Type.Facets
[Function],Type.ForFunction
[Function],Type.ForRecord
[Function],Type.FunctionParameters
[Function],Type.FunctionRequiredParameters
[Function],Type.FunctionReturn
[Function],Type.Is
[Function],Type.IsNullable
[Function],Type.IsOpenRecord
[Function],Type.ListItem
[Function],Type.NonNullable
[Function],Type.OpenRecord
[Function],Type.RecordFields
[Function],Type.ReplaceFacets
[Function],Type.ReplaceTableKeys
[Function],Type.TableColumn
[Function],Type.TableKeys
[Function],Type.TableRow
[Function],Type.TableSchema
[Function],Type.Union
[Function],Uri.BuildQueryString
[Function],Uri.Combine
[Function],Uri.EscapeDataString
[Function],Uri.Parts
[Function],Value.Add
[Function],Value.As
[Function],Value.Compare
[Function],Value.Divide
[Function],Value.Equals
[Function],Value.Firewall
[Function],Value.FromText
[Function],Value.Is
[Function],Value.Metadata
[Function],Value.Multiply
[Function],Value.NativeQuery
[Function],Value.NullableEquals
[Function],Value.RemoveMetadata
[Function],Value.ReplaceMetadata
[Function],Value.ReplaceType
[Function],Value.ResourceExpression
[Function],Value.Subtract
[Function],Value.Type
[Function],Variable.Value
[Function],Vertica.Database
[Function],VSTS.AccountContents
[Function],VSTS.AnalyticsViews
[Function],VSTS.Contents
[Function],VSTS.Feed
[Function],VSTS.Views
[Function],Web.BrowserContents
[Function],Web.Contents
[Function],Web.Page
[Function],WebAction.Request
[Function],Webtrends.KeyMetrics
[Function],Webtrends.Profile
[Function],Webtrends.ReportContents
[Function],Webtrends.Tables
[Function],WorkforceDimensions.Contents
[Function],Xml.Document
[Function],Xml.Tables
[Function],Zendesk.Collection
[Function],Zendesk.Tables
[Record],ItemExpression.Item
[Record],RowExpression.Row
[Table],Query1
[Type],Any.Type
[Type],Binary.Type
[Type],BinaryEncoding.Type
[Type],BinaryOccurrence.Type
[Type],Byte.Type
[Type],ByteOrder.Type
[Type],Character.Type
[Type],Compression.Type
[Type],CsvStyle.Type
[Type],Currency.Type
[Type],Date.Type
[Type],DateTime.Type
[Type],DateTimeZone.Type
[Type],Day.Type
[Type],Decimal.Type
[Type],Double.Type
[Type],Duration.Type
[Type],ExtraValues.Type
[Type],Function.Type
[Type],GroupKind.Type
[Type],Guid.Type
[Type],Int16.Type
[Type],Int32.Type
[Type],Int64.Type
[Type],Int8.Type
[Type],JoinAlgorithm.Type
[Type],JoinKind.Type
[Type],JoinSide.Type
[Type],LimitClauseKind.Type
[Type],List.Type
[Type],Logical.Type
[Type],MissingField.Type
[Type],None.Type
[Type],Null.Type
[Type],Number.Type
[Type],Occurrence.Type
[Type],Order.Type
[Type],Password.Type
[Type],Percentage.Type
[Type],Precision.Type
[Type],QuoteStyle.Type
[Type],Record.Type
[Type],RelativePosition.Type
[Type],RoundingMode.Type
[Type],SapBusinessWarehouseExecutionMode.Type
[Type],SapHanaDistribution.Type
[Type],SapHanaRangeOperator.Type
[Type],Single.Type
[Type],SparkProtocol.Type
[Type],Table.Type
[Type],Text.Type
[Type],TextEncoding.Type
[Type],Time.Type
[Type],TraceLevel.Type
[Type],Type.Type
[Type],Uri.Type
[Type],WebMethod.Type
0,BinaryEncoding.Base64
0,BinaryOccurrence.Optional
0,ByteOrder.LittleEndian
0,Compression.GZip
0,CsvStyle.QuoteAfterDelimiter
0,Day.Sunday
0,ExtraValues.List
0,GroupKind.Local
0,JoinAlgorithm.Dynamic
0,JoinKind.Inner
0,JoinSide.Left
0,LimitClauseKind.None
0,MissingField.Error
0,Occurrence.First
0,Occurrence.Optional
0,Order.Ascending
0,Precision.Double
0,QuoteStyle.None
0,RelativePosition.FromStart
0,RoundingMode.Up
0,SapHanaDistribution.Off
0,SapHanaRangeOperator.GreaterThan
0,SparkProtocol.Standard
1,BinaryEncoding.Hex
1,BinaryOccurrence.Required
1,ByteOrder.BigEndian
1,Compression.Deflate
1,CsvStyle.QuoteAlways
1,Day.Monday
1,ExtraValues.Error
1,GroupKind.Global
1,JoinAlgorithm.PairwiseHash
1,JoinKind.LeftOuter
1,JoinSide.Right
1,LimitClauseKind.Top
1,MissingField.Ignore
1,Occurrence.Last
1,Occurrence.Required
1,Order.Descending
1,Precision.Decimal
1,QuoteStyle.Csv
1,RelativePosition.FromEnd
1,RoundingMode.Down
1,SapHanaDistribution.Connection
1,SapHanaRangeOperator.LessThan
1,SparkProtocol.Azure
1,TraceLevel.Critical
1200,TextEncoding.Unicode
1200,TextEncoding.Utf16
1201,TextEncoding.BigEndianUnicode
1252,TextEncoding.Windows
16,TraceLevel.Verbose
2,BinaryOccurrence.Repeating
2,Day.Tuesday
2,ExtraValues.Ignore
2,JoinAlgorithm.SortMerge
2,JoinKind.RightOuter
2,LimitClauseKind.LimitOffset
2,MissingField.UseNull
2,Occurrence.All
2,Occurrence.Repeating
2,RoundingMode.AwayFromZero
2,SapHanaDistribution.Statement
2,SapHanaRangeOperator.GreaterThanOrEquals
2,SparkProtocol.HTTP
2,TraceLevel.Error
2.718281828,Number.E
20127,TextEncoding.Ascii
3,Day.Wednesday
3,JoinAlgorithm.LeftHash
3,JoinKind.FullOuter
3,LimitClauseKind.Limit
3,RoundingMode.TowardZero
3,SapHanaDistribution.All
3,SapHanaRangeOperator.LessThanOrEquals
3.141592654,Number.PI
4,Day.Thursday
4,JoinAlgorithm.RightHash
4,JoinKind.LeftAnti
4,LimitClauseKind.AnsiSql2008
4,RoundingMode.ToEven
4,SapHanaRangeOperator.Equals
4,TraceLevel.Warning
4.94066E-324,Number.Epsilon
5,Day.Friday
5,JoinAlgorithm.LeftIndex
5,JoinKind.RightAnti
5,SapHanaRangeOperator.NotEquals
6,Day.Saturday
6,JoinAlgorithm.RightIndex
64,SapBusinessWarehouseExecutionMode.BasXml
65,SapBusinessWarehouseExecutionMode.BasXmlGzip
65001,TextEncoding.Utf8
66,SapBusinessWarehouseExecutionMode.DataStream
8,TraceLevel.Information
DELETE,WebMethod.Delete
en-US,Culture.Current
GET,WebMethod.Get
HEAD,WebMethod.Head
Infinity,Number.PositiveInfinity
-Infinity,Number.NegativeInfinity
NaN,Number.NaN
PATCH,WebMethod.Patch
POST,WebMethod.Post
PUT,WebMethod.Put
